,광역시도,시도,20-39세남자,20-39세여자,20-39세합계,65세이상남자,65세이상여자,65세이상합계,인구수남자,인구수여자,인구수합계,소멸비율,소멸위기지역
227,전라북도,전주시,90777.0,86871.0,177648.0,34522.0,47033.0,81555.0,321048.0,330696.0,651744.0,2.1303660106676476,False
228,전라북도,정읍시,12383.0,10614.0,22997.0,11171.0,17057.0,28228.0,57008.0,58165.0,115173.0,0.752019271645175,True
229,전라북도,진안군,2240.0,1998.0,4238.0,3302.0,4831.0,8133.0,13037.0,13032.0,26069.0,0.4913316119513095,True
230,제주특별자치도,서귀포시,20622.0,18676.0,39298.0,12294.0,17736.0,30030.0,86568.0,84364.0,170932.0,1.2438228438228438,False
231,제주특별자치도,제주시,63929.0,60255.0,124184.0,24084.0,35075.0,59159.0,235977.0,234688.0,470665.0,2.0370526885173854,False
232,충청남도,계룡시,5246.0,5071.0,10317.0,1537.0,2310.0,3847.0,21148.0,21486.0,42634.0,2.636340005198856,False
233,충청남도,공주시,13228.0,10967.0,24195.0,10235.0,13978.0,24213.0,55221.0,54710.0,109931.0,0.9058770082187255,True
234,충청남도,금산군,5448.0,4454.0,9902.0,6012.0,8594.0,14606.0,27558.0,27054.0,54612.0,0.6098863480761331,True
235,충청남도,논산시,14111.0,11900.0,26011.0,11593.0,16464.0,28057.0,61724.0,61489.0,123213.0,0.8482731582136366,True
236,충청남도,당진시,24970.0,19356.0,44326.0,11765.0,15680.0,27445.0,87388.0,79242.0,166630.0,1.410530151211514,False
237,충청남도,동남구,38023.0,35222.0,73245.0,12858.0,17329.0,30187.0,131135.0,127784.0,258919.0,2.333587305793885,False
238,충청남도,보령시,12314.0,9590.0,21904.0,9579.0,13389.0,22968.0,52521.0,51352.0,103873.0,0.8350748867990248,True
239,충청남도,부여군,6822.0,5348.0,12170.0,8575.0,12197.0,20772.0,34837.0,35350.0,70187.0,0.5149239360677835,True
240,충청남도,서북구,63523.0,57966.0,121489.0,11150.0,15664.0,26814.0,182987.0,176049.0,359036.0,4.323562318191989,False
241,충청남도,서산시,23700.0,19196.0,42896.0,11840.0,16190.0,28030.0,87770.0,83018.0,170788.0,1.3696753478415984,False
242,충청남도,서천군,5219.0,4142.0,9361.0,7221.0,10363.0,17584.0,27539.0,28473.0,56012.0,0.4711101000909918,True
243,충청남도,아산시,47643.0,42296.0,89939.0,14581.0,20486.0,35067.0,155692.0,147237.0,302929.0,2.412296461060256,False
244,충청남도,예산군,8450.0,6665.0,15115.0,9230.0,12776.0,22006.0,40827.0,40512.0,81339.0,0.6057438880305371,True
245,충청남도,천안시,101546.0,93188.0,194734.0,24008.0,32993.0,57001.0,314122.0,303833.0,617955.0,3.269697022859248,False
246,충청남도,청양군,3207.0,2410.0,5617.0,4300.0,6029.0,10329.0,16389.0,16364.0,32753.0,0.4666473037080066,True
247,충청남도,태안군,6956.0,5271.0,12227.0,7241.0,9627.0,16868.0,32260.0,31640.0,63900.0,0.6249703580744606,True
248,충청남도,홍성군,11691.0,10428.0,22119.0,8889.0,12426.0,21315.0,49769.0,50202.0,99971.0,0.9784658691062632,True
249,충청북도,괴산군,3606.0,2726.0,6332.0,4890.0,6702.0,11592.0,19773.0,19200.0,38973.0,0.47032436162870944,True
250,충청북도,단양군,2907.0,2289.0,5196.0,3278.0,4619.0,7897.0,15362.0,15141.0,30503.0,0.5797138153729264,True
251,충청북도,보은군,3097.0,2498.0,5595.0,4165.0,6022.0,10187.0,17093.0,17128.0,34221.0,0.49042897810935504,True
252,충청북도,상당구,23359.0,21071.0,44430.0,9727.0,13849.0,23576.0,86804.0,86897.0,173701.0,1.7874957583983713,False
253,충청북도,서원구,31810.0,29168.0,60978.0,9950.0,14237.0,24187.0,107866.0,109254.0,217120.0,2.4118741472691942,False
254,충청북도,영동군,5369.0,4217.0,9586.0,5564.0,8186.0,13750.0,25248.0,25304.0,50552.0,0.6133818181818181,True
255,충청북도,옥천군,5373.0,4445.0,9818.0,5533.0,7722.0,13255.0,26251.0,26016.0,52267.0,0.6706903055450774,True
256,충청북도,음성군,12684.0,10179.0,22863.0,7301.0,9605.0,16906.0,51372.0,46415.0,97787.0,1.2041878622974092,False
257,충청북도,제천시,16563.0,14279.0,30842.0,10227.0,13904.0,24131.0,68444.0,68073.0,136517.0,1.183456964071112,False
258,충청북도,증평군,5531.0,4554.0,10085.0,2206.0,3117.0,5323.0,19110.0,18198.0,37308.0,1.7110651888033064,False
259,충청북도,진천군,9391.0,7622.0,17013.0,4731.0,6575.0,11306.0,36387.0,33563.0,69950.0,1.348310631523085,False
260,충청북도,청원구,32216.0,27805.0,60021.0,8417.0,11914.0,20331.0,97006.0,93807.0,190813.0,2.735231911858738,False
261,충청북도,청주시,128318.0,115719.0,244037.0,37882.0,53671.0,91553.0,419323.0,415874.0,835197.0,2.527912793682348,False
262,충청북도,충주시,26600.0,22757.0,49357.0,14407.0,20383.0,34790.0,104877.0,103473.0,208350.0,1.3082494969818914,False
263,충청북도,흥덕구,40933.0,37675.0,78608.0,9788.0,13671.0,23459.0,127647.0,125916.0,253563.0,3.2119868707106014,False
